episode,clearing_price_last,cap_last,reward_A1,green_frac_A1,penalty_A1,actor_loss_A1,critic_loss_A1,reward_A2,green_frac_A2,penalty_A2,actor_loss_A2,critic_loss_A2,reward_A3,green_frac_A3,penalty_A3,actor_loss_A3,critic_loss_A3,reward_A4,green_frac_A4,penalty_A4,actor_loss_A4,critic_loss_A4,reward_A5,green_frac_A5,penalty_A5,actor_loss_A5,critic_loss_A5,secondary_volume,secondary_avg_price
872,200.0,5.452072437987189,-23.6983,0.1769,991.065051,-0.017925,0.2508,-17.1273,0.4216,673.578369,0.01319,2.293081,-4.7311,0.5978,1804.177192,-0.010432,0.039072,-30.5911,0.6911,0.0,-0.006222,0.702924,-1.5569,0.8345,785.66488,-0.009114,0.114255,0,0.0
873,200.0,5.452072437987189,-29.0226,0.2782,645.292347,-0.008885,0.271987,-17.9581,0.4209,604.727356,-0.009065,0.520304,-4.9036,0.5757,1824.923725,-0.019676,0.022619,-25.9613,0.6741,0.0,-0.022572,0.251822,-2.2857,0.7795,879.186104,-0.009336,0.035148,0,0.0
874,200.0,5.452072437987189,-24.0036,0.2312,878.9328,-0.026064,0.291713,-20.0618,0.3714,667.80086,0.001481,2.130102,-26.3223,0.5347,1604.640002,-0.009531,84.575174,-22.8956,0.7254,0.0,-0.057881,0.443668,-1.5883,0.8345,796.879682,-0.018351,0.141051,3.5245,331.45
875,200.0,5.452072437987189,-17.9638,0.204,1376.221449,0.001098,0.216437,-20.4386,0.4163,509.44977,-0.031837,2.105751,-6.7134,0.5766,1658.048106,-0.013644,0.545573,-32.962,0.6912,0.0,0.006403,0.481565,-1.4787,0.8349,759.152819,-0.027795,0.050346,1.7821,243.27
876,200.0,5.452072437987189,-18.2422,0.242,1172.895527,-0.005349,0.177569,-30.7741,0.4079,483.298439,-0.001927,0.929328,-5.4251,0.5152,1897.405872,-0.002468,0.015473,-24.9898,0.6912,0.0,-0.016861,0.398146,-4.8946,0.848,445.025067,-0.030402,1.034114,3.3061,156.95
877,200.0,5.452072437987189,-22.1912,0.2393,933.247476,-0.016165,0.189554,-31.5161,0.3735,343.857265,-0.018623,1.172141,-5.4426,0.5364,1938.240427,-0.021321,0.072521,-20.2635,0.742,148.0,-0.027459,0.21613,-13.7468,0.8086,474.383744,0.007588,26.414862,3.958,225.64
878,200.0,5.452072437987189,-19.0886,0.2249,1022.750592,-0.041808,0.283475,-30.7885,0.4227,245.535785,-0.027383,0.340775,-5.1909,0.5353,1853.0572,0.003927,0.082397,-25.4606,0.6916,0.0,-0.032077,0.290253,-1.6862,0.8217,795.407985,-0.010193,0.061824,1.5014,197.1
879,200.0,5.452072437987189,-35.365,0.2831,463.99953,0.039438,10.904042,-18.4549,0.3492,942.780589,-0.049779,0.48258,-6.3458,0.5156,1733.751774,-0.014465,0.162317,-23.3219,0.7082,0.0,-0.003264,0.28981,-1.3177,0.848,739.378799,-0.025156,0.198167,3.3977,208.73
880,200.0,5.452072437987189,-23.6066,0.3056,625.303486,-0.011437,0.760295,-17.2452,0.3539,1050.365077,0.001178,0.701099,-6.2263,0.5328,1761.602769,-0.003147,0.163533,-30.7644,0.7071,0.0,-0.025783,0.284816,-1.8293,0.8077,806.299434,0.004556,0.060187,2.8313,200.31
881,200.0,5.452072437987189,-32.0573,0.2526,553.872904,-0.030039,0.779028,-23.653,0.4212,199.302371,-0.015958,0.52549,-5.1848,0.5508,1820.984644,-0.031152,0.062648,-20.6422,0.6912,148.0,-0.019101,0.178187,-1.5347,0.8353,780.313947,-0.012127,0.088266,0.3111,244.52
882,200.0,5.452072437987189,-18.2073,0.2246,1204.964371,0.015063,0.727256,-30.9171,0.3743,183.405032,-0.007206,0.225744,-5.2085,0.5521,1887.015035,-0.036083,0.04541,-23.6812,0.6909,0.0,0.010453,0.996353,-1.7299,0.8217,810.851369,-0.002772,0.023945,0,0.0
883,200.0,5.452072437987189,-18.2451,0.2462,1264.84103,-0.016503,0.308959,-24.6075,0.4219,375.053594,-0.021457,0.929541,-6.1638,0.5128,1767.803273,-0.013665,0.49758,-27.2978,0.7086,0.0,-0.035623,0.267379,-1.8184,0.8222,843.46317,-0.019154,0.019853,1.19,267.46
884,200.0,5.452072437987189,-22.6568,0.2582,764.555899,-0.005518,0.207883,-32.206,0.3985,58.649272,-0.003864,0.76034,-4.8664,0.5859,1829.978481,-0.021297,0.101755,-19.5753,0.7088,148.0,-0.000383,0.135803,-1.2076,0.8602,734.874504,-0.033331,0.058783,0,0.0
885,200.0,5.452072437987189,-32.2656,0.232,875.705401,0.018277,68.463127,-32.9048,0.4815,5.104765,-0.002079,1.208565,-5.599,0.5148,1954.673101,0.002314,0.01993,-23.1796,0.6917,0.0,-0.00687,1.251813,-1.6415,0.848,583.843814,-0.015452,0.035557,3.6479,214.04
886,200.0,5.452072437987189,-18.1343,0.2848,1096.621621,-0.014815,0.097584,-31.2117,0.3982,77.059442,-0.031864,0.489925,-5.4133,0.5286,1916.285107,-0.029178,0.012194,-23.5165,0.656,0.0,-0.04018,0.540003,-1.3791,0.8475,759.834649,-0.012447,0.040798,0,0.0
887,200.0,5.452072437987189,-16.8784,0.2618,1299.848091,-0.024482,0.320916,-21.7215,0.3737,383.501041,0.015594,3.297609,-5.3184,0.5361,1897.561101,7.4e-05,0.008307,-32.5882,0.7088,0.0,0.040566,1.487272,-1.2076,0.8602,734.87453,-0.016849,0.045482,0,0.0
888,200.0,5.452072437987189,-21.2399,0.3351,803.790359,-0.016723,0.745168,-16.9276,0.4224,673.400494,-0.016617,0.989427,-4.7315,0.5838,1782.171381,-0.013314,0.06845,-32.5714,0.6912,0.0,-0.014947,0.959747,-1.5273,0.8344,775.095123,-0.014661,0.024722,0,0.0
889,200.0,5.452072437987189,-21.7895,0.1776,984.722666,-0.026249,0.729182,-28.0703,0.4064,129.968499,-0.039064,0.331436,-6.1648,0.45,2035.0,-0.013626,0.280236,-20.4347,0.742,40.933011,-0.022215,0.856685,-1.614,0.8349,807.150941,0.003875,0.017939,0,0.0
890,200.0,5.452072437987189,-26.2767,0.2311,971.197817,0.008688,0.189035,-18.0602,0.3675,523.932437,-0.044749,0.615646,-4.9533,0.5805,1849.892722,-0.024538,0.033969,-27.9204,0.7259,0.0,-0.024852,0.236312,-1.782,0.8213,828.14404,-0.022171,0.012505,1.4292,130.43
891,200.0,5.452072437987189,-17.8665,0.2416,1216.582195,-0.005532,0.061841,-25.8048,0.3986,317.43722,0.053201,0.645178,-4.9502,0.564,1821.377983,-0.000851,0.025143,-27.557,0.6916,0.0,-0.063168,0.071447,-1.3794,0.8475,755.395408,-0.034779,0.031764,0.0834,159.56
892,200.0,5.452072437987189,-28.7333,0.285,618.575166,0.004088,0.189702,-24.7776,0.422,91.942223,-0.01243,0.718916,-5.3243,0.5343,1895.747425,-0.002122,0.012771,-21.4957,0.6917,148.0,0.010966,0.411299,-1.2076,0.8602,734.87453,-0.006769,0.048492,0,0.0
893,200.0,5.452072437987189,-27.7149,0.15,858.212122,-0.023992,0.299923,-25.868,0.4207,115.44598,-0.054621,0.251809,-5.1867,0.5352,1851.702828,-0.01784,0.010419,-19.7952,0.7254,126.743362,-0.029232,0.037736,-1.6264,0.8217,774.245111,-0.015895,0.018855,0,0.0
894,200.0,5.452072437987189,-17.5991,0.2557,1193.192069,-0.014114,0.796741,-28.9224,0.4664,211.281393,-0.051303,0.500939,-7.5254,0.5079,1770.813741,-0.001834,2.440656,-24.9193,0.656,0.0,-0.025618,0.235008,-1.4105,0.8476,771.042867,-0.044286,0.014543,1.9263,230.32
895,200.0,5.452072437987189,-29.6008,0.3101,565.377058,-0.002973,0.607467,-18.6576,0.3739,696.792582,-0.026889,0.572841,-5.1202,0.557,1865.645058,-0.017218,0.098523,-25.1395,0.7254,0.0,-0.005145,0.311675,-1.2133,0.8602,725.660781,0.000324,0.020916,0.1814,190.62
896,200.0,5.452072437987189,-18.5319,0.2318,1239.461272,-0.003499,0.597851,-21.6445,0.374,465.321196,0.005178,1.309186,-5.1977,0.5566,1890.714331,-0.020204,0.092414,-31.8474,0.7251,0.0,-0.002309,0.520821,-1.2076,0.8602,734.874512,-0.030822,0.016382,0.5483,139.31
897,200.0,5.452072437987189,-18.3039,0.2575,1070.825494,0.00219,0.400605,-17.2705,0.3888,548.367802,-0.015206,0.544689,-4.8835,0.5767,1819.747101,-0.005649,0.059573,-33.1656,0.7083,0.0,-0.03225,0.729311,-1.3177,0.848,739.378734,0.00443,0.023157,0,0.0
898,200.0,5.452072437987189,-17.8314,0.2291,1282.05468,0.000804,0.305095,-22.1177,0.4217,425.001455,-0.022122,0.679509,-5.6832,0.5133,1979.953696,0.007405,0.121617,-31.406,0.6916,0.0,-0.023108,0.26295,-2.0723,0.7936,772.99407,0.002311,0.101362,0.7583,115.88
899,200.0,5.452072437987189,-17.4203,0.2582,1272.867901,-0.0228,0.276562,-20.2307,0.4708,296.704647,-0.047912,0.763402,-5.096,0.5524,1851.994902,-0.013667,0.070958,-33.0328,0.6911,0.0,-0.044878,0.370341,-2.0553,0.7941,847.64364,-0.004048,0.045425,0,0.0
900,200.0,5.452072437987189,-30.8342,0.2048,715.039923,-0.004936,1.062888,-18.0303,0.4159,619.361052,0.038778,1.777446,-5.5291,0.5134,1930.009406,-0.005471,0.073448,-25.5252,0.674,0.0,-0.00885,0.433248,-1.5138,0.8349,725.20631,0.001196,0.043321,0.4366,125.65
901,200.0,5.452072437987189,-17.159,0.3109,1226.734056,-0.023277,0.202034,-21.4456,0.373,423.258365,-0.037046,0.260859,-5.222,0.5542,1894.790484,-0.013572,0.018211,-31.7785,0.7259,0.0,-0.02517,0.112438,-1.2076,0.8602,734.874497,-0.008648,0.12936,0,0.0
902,200.0,5.452072437987189,-22.75,0.2971,797.311522,-0.018418,0.222805,-30.0837,0.42,127.044092,-0.042434,1.677695,-5.1177,0.5713,1756.860111,-0.001017,0.036938,-19.9839,0.742,148.0,-0.025399,0.299189,-1.2076,0.8602,734.874497,-0.018019,0.043924,0.821,210.62
903,200.0,5.452072437987189,-20.4471,0.3102,732.090872,-0.023523,0.233887,-31.2876,0.437,34.117841,0.004981,1.538659,-5.0524,0.5569,1843.069568,-0.003914,0.04001,-20.7216,0.6736,95.840868,-0.015395,0.113202,-1.7511,0.8213,817.213111,-0.004804,0.032825,0,0.0
904,200.0,5.452072437987189,-20.4857,0.3076,754.627847,-0.038514,0.221666,-31.0649,0.3949,134.877532,-0.031053,1.172012,-5.5174,0.5129,1915.229885,-0.00401,0.060646,-21.4627,0.656,58.725236,0.017518,0.224221,-1.4966,0.8344,764.178147,-0.04394,0.036341,0.0531,222.44
905,200.0,5.452072437987189,-15.274,0.2811,1396.527902,-0.016446,0.715753,-34.8323,0.325,356.45061,-0.012333,3.822918,-5.1205,0.5571,1865.802751,-0.001258,0.009031,-27.4691,0.6921,0.0,-0.015452,0.528729,-2.4113,0.8476,599.73237,0.005032,0.332105,1.7131,179.66
906,200.0,5.452072437987189,-24.9332,0.31,981.023151,0.008278,14.326157,-22.748,0.414,721.738835,0.002551,4.36522,-11.3069,0.5953,1536.187962,-0.006164,15.036812,-30.0022,0.6741,0.0,-0.058922,0.076127,-1.3641,0.8475,754.466171,-0.021984,0.019169,4.9937,236.45
907,200.0,5.452072437987189,-22.7881,0.2048,908.133356,-0.018509,0.129122,-30.9922,0.4314,150.437116,-0.017548,0.591856,-4.788,0.5925,1814.561788,-0.004122,0.170937,-20.3542,0.6732,148.0,-0.025654,0.735528,-3.2117,0.8217,634.677852,0.006952,1.218265,1.3957,262.86
908,200.0,5.452072437987189,-17.7119,0.3103,1156.593919,0.015511,0.380674,-30.9798,0.3417,265.659493,-0.012429,0.241668,-5.3852,0.514,1882.739248,-0.009462,0.012264,-24.6537,0.6745,0.0,-0.010713,0.641407,-1.4105,0.8476,771.042867,-0.016173,0.137109,0,0.0
909,200.0,5.452072437987189,-22.505,0.2336,797.356401,-0.009543,0.13614,-31.6724,0.4097,235.116549,0.014913,0.303048,-4.9808,0.5567,1819.209439,-0.006542,0.046739,-20.4967,0.7077,148.0,-0.043657,0.120752,-2.2777,0.8349,634.503981,-0.017385,0.107269,1.5587,173.15
910,200.0,5.452072437987189,-17.616,0.2314,1317.448634,-0.030776,0.109376,-23.8492,0.4266,286.765679,-0.024271,1.660607,-5.3998,0.5153,1889.388456,-0.01636,0.010889,-28.3876,0.742,0.0,-0.064087,0.057381,-1.3177,0.848,739.378734,-0.040354,0.23805,0,0.0
911,200.0,5.452072437987189,-22.5456,0.2854,826.970354,0.002419,0.147869,-32.0379,0.3808,123.371073,-0.008073,0.358024,-4.8745,0.5778,1819.072506,-0.001301,0.037154,-20.6329,0.691,148.0,-0.043659,0.168139,-1.7923,0.8218,833.023069,-0.028236,0.068645,0,0.0
912,200.0,5.452072437987189,-17.7127,0.2016,1334.466969,-0.012885,0.070231,-20.9821,0.3736,685.839612,-0.021902,2.836057,-5.9169,0.5332,1705.585369,-0.003574,0.214076,-32.1856,0.7087,0.0,0.001902,0.31201,-1.2076,0.8602,734.874497,-0.007169,0.053304,1.8863,241.72
913,200.0,5.452072437987189,-21.9654,0.2274,988.572273,-0.010013,0.101819,-31.5569,0.3763,299.576599,-0.020824,0.346311,-11.7254,0.535,1743.882629,-0.002111,24.596187,-19.9053,0.7254,148.0,-0.024955,0.411917,-1.5983,0.8349,801.600927,-0.021895,0.014572,2.5055,279.04
914,200.0,5.452072437987189,-23.2796,0.2048,944.21426,-0.041168,0.046747,-19.0088,0.3721,581.393832,-0.027755,0.308894,-5.1673,0.5553,1879.245007,-0.014076,0.150665,-25.2229,0.7254,0.0,-0.013308,0.349094,-1.2076,0.8602,734.8745,-0.020629,0.062375,0,0.0
915,200.0,5.452072437987189,-23.1316,0.2053,848.009044,-0.013932,0.356459,-31.6388,0.3507,556.390446,-0.013143,0.523888,-4.7931,0.5825,1800.101193,-0.004714,0.275523,-21.1667,0.7088,148.0,-0.029637,0.222061,-7.0013,0.8602,342.873512,-0.000679,6.611471,3.92,242.14
916,200.0,5.452072437987189,-22.5136,0.2316,853.628624,-0.021194,0.033784,-31.5772,0.4125,58.984365,-0.017576,0.225376,-5.0503,0.5696,1863.598476,-0.019486,0.115157,-20.1838,0.7087,148.0,-0.035233,0.121427,-1.4105,0.8476,771.042867,-0.008687,0.031568,0,0.0
917,200.0,5.452072437987189,-22.4429,0.1775,1050.231816,-0.009043,0.103786,-17.4516,0.363,757.299419,-0.011162,0.780547,-5.1026,0.575,1798.754841,-0.02026,0.025086,-32.6186,0.674,0.0,-0.012671,0.679516,-1.5983,0.8349,801.600964,-0.029481,0.012073,0.4752,265.26
918,200.0,5.452072437987189,-17.8753,0.1983,1290.884324,-0.010019,0.083588,-21.7146,0.3357,505.569174,-0.024154,1.071442,-5.0706,0.5767,1778.642793,0.000762,0.062146,-32.5945,0.674,0.0,-0.01556,0.404341,-1.4105,0.8476,771.042867,-0.017976,0.045079,0.4876,301.88
919,200.0,5.452072437987189,-18.3887,0.1708,1320.855152,-0.004531,0.216575,-30.9257,0.3571,481.079098,-0.008072,0.577872,-5.6834,0.5285,1729.47359,-0.010236,0.208545,-24.1816,0.674,0.0,0.008094,0.923473,-1.5983,0.8349,801.60093,0.005724,0.025293,2.284,136.8
920,200.0,5.452072437987189,-17.7259,0.3019,1118.789051,-0.016729,0.080345,-27.4227,0.3871,204.821932,-0.036352,0.406305,-5.3278,0.5366,1830.409865,-0.003081,0.01446,-27.0366,0.6736,0.0,-0.030376,0.266883,-1.614,0.8349,807.150927,-0.020973,0.018468,0.5612,248.11
921,200.0,5.452072437987189,-18.2824,0.2243,1244.466614,0.000294,0.047817,-30.8416,0.3772,165.207651,-0.008254,0.108341,-6.0053,0.4722,2018.561185,-0.010207,0.080951,-23.9572,0.6916,0.0,-0.008476,0.589147,-1.3641,0.8475,754.466168,0.00177,0.016613,0,0.0
922,200.0,5.452072437987189,-17.8272,0.2577,1266.322023,-0.01372,0.074109,-23.3547,0.347,412.877268,-0.03655,0.960025,-5.2325,0.5356,1867.46289,-0.001246,0.111329,-30.0293,0.7092,0.0,-0.021151,0.154823,-1.9085,0.8073,833.017567,-0.008894,0.029541,0,0.0
923,200.0,5.452072437987189,-17.2619,0.2587,1501.224689,-0.041073,0.335197,-26.2912,0.353,507.184918,0.046093,6.621107,-6.0832,0.5353,1632.083982,-0.016124,0.17247,-33.2013,0.6556,0.0,-0.025032,1.271876,-2.1342,0.7941,875.557227,-0.012363,0.066911,4.1648,169.45
924,200.0,5.452072437987189,-20.3614,0.2542,985.21,-0.053365,4.937875,-30.8864,0.3649,413.274294,-0.015081,0.341135,-4.5395,0.6102,1761.651351,-0.010356,0.244448,-24.0194,0.6556,0.0,-0.016162,0.364838,-1.6386,0.8217,778.576661,-0.014454,0.007569,1.9471,165.11
925,200.0,5.452072437987189,-18.2494,0.2583,1208.502275,-0.008564,0.24889,-24.1221,0.3728,882.792319,-0.05509,1.083402,-20.5553,0.5664,1251.216975,0.005014,105.040947,-29.4703,0.7259,0.0,-0.06585,0.317629,-3.3206,0.8476,597.74749,-0.009092,0.306754,7.6027,227.22
926,200.0,5.452072437987189,-20.7279,0.1864,1019.524944,-0.035718,0.176218,-31.8511,0.4166,87.138302,-0.005157,0.615308,-5.4989,0.5151,1921.602446,-0.018422,0.01386,-19.769,0.7242,68.449029,-0.009859,0.555404,-1.7923,0.8218,833.023069,-0.036065,0.007385,0,0.0
927,200.0,5.452072437987189,-30.1046,0.2573,634.971377,0.009761,0.855321,-20.5637,0.3396,628.803357,-0.01163,3.857763,-4.6323,0.5959,1768.82517,-0.058128,0.24021,-27.4722,0.674,71.800217,-0.018228,0.218407,-12.241,0.8476,499.793763,-0.004443,10.976541,2.7125,316.34
928,200.0,5.452072437987189,-17.138,0.2561,1383.373489,0.011135,1.95763,-34.0422,0.3902,79.255668,0.007757,4.171838,-4.7898,0.5927,1815.855016,-0.011795,0.125599,-23.4465,0.742,0.0,-0.021843,0.727667,-1.4105,0.8476,771.042867,-0.001745,0.085715,1.638,171.42
929,200.0,5.452072437987189,-16.5255,0.2816,1192.713882,-0.011319,1.331155,-31.1416,0.3819,156.226693,-0.020094,0.890082,-5.5019,0.5094,1913.384868,0.003882,0.096095,-23.3362,0.7092,0.0,-0.027402,0.479287,-1.2076,0.8602,734.874515,-0.004874,0.12501,0,0.0
930,200.0,5.452072437987189,-22.8686,0.1776,927.318041,-0.008445,0.137258,-32.4765,0.4116,37.308931,-0.039179,0.542596,-5.1466,0.5567,1873.874697,-0.005651,0.019624,-20.7375,0.6379,135.937784,0.000764,0.553829,-1.2076,0.8602,734.874497,-0.00153,0.088754,0.0015,256.3
931,200.0,5.452072437987189,-19.7721,0.2558,1104.05418,-0.014277,1.228511,-31.1261,0.384,215.480729,-0.008951,0.633087,-5.2811,0.5315,1877.030112,-0.006954,0.022867,-22.2724,0.7084,0.0,-0.028183,0.309187,-1.7613,0.8217,821.95123,-0.017626,0.009997,0.8304,260.57
932,200.0,5.452072437987189,-48.4199,0.2215,759.417103,0.012552,45.271362,-32.5118,0.3693,230.186946,0.004815,23.2525,-5.0991,0.5538,1853.361839,-0.031761,0.017942,-21.0952,0.6375,148.0,-0.003454,0.753468,-1.5826,0.8349,795.926708,-0.005094,0.020087,4.537,215.67
933,200.0,5.452072437987189,-18.0913,0.2206,1259.03278,0.001496,0.420284,-31.2079,0.3661,164.553779,-0.02944,0.057591,-5.1888,0.5501,1877.159124,-0.027242,0.013464,-24.8779,0.6379,0.0,-0.053174,0.233954,-1.3495,0.8475,749.266406,-0.02593,0.027713,0,0.0
934,200.0,5.452072437987189,-22.4974,0.2046,1042.637376,-0.009722,0.629556,-31.8757,0.4357,31.1766,-0.017567,0.115923,-5.6988,0.494,1953.024623,-0.019186,0.060863,-19.8257,0.674,148.0,0.010047,0.351408,-4.1274,0.7941,701.657227,-0.069158,3.1511,1.8039,226.7
935,200.0,5.452072437987189,-20.0712,0.3347,1103.638703,-0.046211,1.850509,-31.5757,0.3865,143.297669,-0.001841,0.212836,-5.6279,0.5111,1958.578306,0.001274,0.02205,-24.5642,0.7088,0.0,-0.022872,0.277991,-1.2076,0.8602,734.874497,-0.036174,0.079635,0.7911,357.43
936,200.0,5.452072437987189,-18.1122,0.2278,1250.828225,-0.005475,0.032281,-34.341,0.4305,13.848052,-0.023658,6.49402,-5.2644,0.5574,1914.762718,-0.020846,0.061405,-24.0325,0.6921,0.0,-0.015926,0.470966,-1.5883,0.8345,796.879674,0.008829,0.044444,0.8016,394.71
937,200.0,5.452072437987189,-30.3447,0.1776,1084.71748,-0.016825,38.684059,-30.075,0.4283,340.118439,-0.015243,1.789264,-5.1939,0.545,1840.024776,-0.019309,0.028626,-24.0448,0.742,0.0,-0.046091,0.280018,-1.5826,0.8349,795.926708,0.00015,0.032598,2.3435,257.12
938,200.0,5.452072437987189,-18.426,0.2311,1218.072499,-0.027115,0.202983,-31.0194,0.4098,86.382708,-0.018058,0.621367,-5.4952,0.5152,1921.059481,-0.020209,0.020336,-22.1243,0.7088,0.0,-0.00722,0.243791,-1.2076,0.8602,734.874497,-0.008547,0.043643,0,0.0
939,200.0,5.452072437987189,-17.8598,0.2142,1300.205253,-0.019066,0.352196,-20.0896,0.4184,577.698488,-0.011946,2.594658,-5.3331,0.5352,1899.965732,0.00121,0.00928,-33.0032,0.6745,0.0,0.016237,2.511852,-15.9906,0.8602,350.161372,-0.027738,20.404772,4.4404,239.9
940,200.0,5.452072437987189,-17.2973,0.3471,1048.465701,-0.015669,0.959439,-45.9799,0.3497,0.0,-0.035199,114.734928,-5.6943,0.4942,1953.945056,-0.033317,0.05657,-23.2998,0.6912,0.0,-0.015602,0.29122,-1.2076,0.8602,734.8745,-0.01445,0.052518,1.8617,366.68
941,200.0,5.452072437987189,-29.7055,0.2023,1120.923294,0.015407,67.979048,-21.156,0.3496,532.968042,-0.034554,2.178002,-4.9317,0.5727,1830.083799,-0.034325,0.052533,-32.4277,0.6916,0.0,-0.023841,1.374053,-1.4203,0.848,775.633645,-0.029445,0.045773,1.9319,331.24
942,200.0,5.452072437987189,-17.616,0.2463,1149.586112,-0.011774,0.321819,-32.4872,0.42,81.015562,-0.042399,0.952169,-5.1803,0.5536,1880.198246,-0.002892,0.016188,-21.1269,0.7088,0.0,-0.008089,1.44415,-1.2076,0.8602,734.874515,-0.018919,0.071552,0,0.0
943,200.0,5.452072437987189,-20.7019,0.2516,915.360943,-0.010697,0.293655,-32.2764,0.3691,164.77424,-0.005144,0.803556,-5.1232,0.5565,1866.108965,-0.017494,0.011936,-20.0944,0.7254,89.353726,-0.041946,0.322682,-1.2076,0.8602,734.874497,-0.003314,0.060256,0,0.0
944,200.0,5.452072437987189,-32.9686,0.2498,796.570783,0.007958,19.762025,-30.76,0.4245,415.136366,-0.025732,0.206819,-4.9727,0.5543,1812.65907,-0.005667,0.019905,-22.7801,0.742,0.0,-0.020068,0.354055,-1.8293,0.8077,806.299044,-0.014323,0.023014,3.4218,268.03
945,200.0,5.452072437987189,-18.3766,0.2051,1447.242942,-0.03117,0.137803,-32.4709,0.4139,25.149731,-0.01618,0.529778,-5.4209,0.5262,1914.720701,-0.032087,0.02905,-22.9192,0.6912,0.0,-0.034442,0.218857,-1.4105,0.8476,771.042867,-0.027905,0.038202,1.5168,111.55
946,200.0,5.452072437987189,-18.0159,0.15,1441.037601,-0.030617,0.07986,-22.5442,0.3667,369.192787,-0.013365,2.646731,-5.2028,0.5473,1877.991374,-0.048651,0.009228,-31.7023,0.7092,0.0,-0.010278,1.213699,-1.3947,0.8476,765.371179,-0.015005,0.035527,0,0.0
947,200.0,5.452072437987189,-17.5787,0.223,1298.482168,0.005341,0.053785,-21.2207,0.4428,303.856704,0.002648,3.621135,-4.6787,0.5918,1777.319189,-0.022356,0.070921,-31.8681,0.6912,0.0,-0.011369,0.834306,-1.7409,0.8209,812.339839,-0.008525,0.011923,0,0.0
948,200.0,5.452072437987189,-19.9306,0.2756,1273.655659,-0.014827,1.337676,-22.0988,0.3694,504.544287,0.00629,6.31163,-5.5832,0.5093,1940.422612,-0.036077,0.029389,-35.7426,0.656,0.0,-0.05154,3.97469,-2.281,0.7795,886.319076,-0.004559,0.106719,1.6499,158.02
949,200.0,5.452072437987189,-21.2701,0.2733,1018.445963,-0.0204,0.423792,-56.0161,0.3494,0.0,0.008191,226.812992,-4.8753,0.5753,1815.271564,-0.034177,0.032807,-19.4903,0.6745,148.0,-0.018515,5.080214,-1.3947,0.8476,765.371177,0.001006,0.045986,3.3127,264.25
950,200.0,5.452072437987189,-19.2175,0.2142,1191.884555,0.022659,3.078168,-31.7552,0.3893,165.38404,-0.009343,11.031891,-4.9793,0.5768,1851.804031,-0.031544,0.013448,-28.1188,0.6907,0.0,0.012837,2.045056,-1.7514,0.8213,817.224785,-0.019107,0.013342,3.3338,185.62
951,200.0,5.452072437987189,-16.6411,0.2045,1586.26526,-0.016565,0.206065,-29.7704,0.4452,4.815935,-0.016203,2.124376,-4.9992,0.5774,1859.165605,-0.011682,0.010869,-27.5483,0.6912,0.0,-0.054653,0.435906,-1.3947,0.8476,765.371177,-0.004307,0.033417,1.5629,221.81
952,200.0,5.452072437987189,-18.03,0.3293,1246.571651,-0.008544,0.36728,-31.1574,0.373,57.015976,0.028996,12.132441,-5.1395,0.5554,1869.435151,-0.033133,0.019024,-31.5498,0.6917,0.0,-0.046061,0.360659,-1.3495,0.8475,749.266403,-0.012201,0.021326,2.2322,220.69
953,200.0,5.452072437987189,-18.237,0.2318,1321.159832,-0.011822,0.073114,-31.3364,0.3869,153.758672,-0.036036,12.456293,-5.2302,0.5552,1899.135863,-0.00814,0.017467,-23.9864,0.656,0.0,-0.021479,0.519031,-1.3495,0.8475,749.266403,-0.015111,0.019905,0,0.0
954,200.0,5.452072437987189,-18.0684,0.2038,1288.467928,0.007199,0.007629,-22.9579,0.3577,398.214795,-0.014845,17.16992,-4.9192,0.5781,1833.909611,-0.003833,0.007577,-30.4829,0.7088,0.0,0.019086,0.249982,-1.4787,0.8349,759.152701,-0.003235,0.020574,0,0.0
955,200.0,5.452072437987189,-19.6004,0.2517,1067.822188,-0.006627,0.463953,-33.1473,0.3725,110.551136,0.006938,7.394782,-4.8602,0.5773,1813.046961,-0.021397,0.015246,-21.1369,0.7254,0.0,0.012046,2.322857,-1.2076,0.8602,734.874497,-0.031815,0.025043,0,0.0
956,200.0,5.452072437987189,-18.182,0.2184,1372.835078,-0.017363,0.173274,-37.5932,0.4506,0.0,-0.007372,7.981767,-6.0339,0.5567,1654.692072,-0.008137,0.012872,-19.009,0.7259,23.003803,-0.002283,0.783436,-1.3353,0.8475,744.235095,-0.010509,0.01469,2.3075,177.89
957,200.0,5.452072437987189,-14.9638,0.2474,1547.268307,0.006694,1.265478,-33.936,0.3873,129.080017,0.004497,5.430098,-4.7002,0.5914,1783.598621,-0.00723,0.014599,-26.0783,0.7092,0.0,-0.000959,0.711868,-1.2076,0.8602,734.874497,0.006168,0.021023,0,0.0
958,200.0,5.452072437987189,-16.7681,0.2303,1568.444764,-0.003711,0.314386,-35.3428,0.3975,33.222527,-0.028996,1.727538,-5.0004,0.5775,1859.84731,-0.013655,0.003934,-23.159,0.7254,0.0,-0.014558,0.401446,-1.4772,0.8349,758.627001,-0.005529,0.016661,2.2308,193.71
959,200.0,5.452072437987189,-22.1839,0.2023,912.649047,-0.008221,0.619043,-31.7955,0.419,74.916382,-0.00991,1.309879,-5.321,0.5364,1897.934067,-0.028499,0.049848,-19.7776,0.7254,148.0,-0.021354,0.426406,-1.2076,0.8602,734.8745,-0.009638,0.014799,0,0.0
