episode,clearing_price_last,cap_last,reward_A1,green_frac_A1,penalty_A1,actor_loss_A1,critic_loss_A1,reward_A2,green_frac_A2,penalty_A2,actor_loss_A2,critic_loss_A2,reward_A3,green_frac_A3,penalty_A3,actor_loss_A3,critic_loss_A3,reward_A4,green_frac_A4,penalty_A4,actor_loss_A4,critic_loss_A4,reward_A5,green_frac_A5,penalty_A5,actor_loss_A5,critic_loss_A5,secondary_volume,secondary_avg_price
244,199.94412231445312,5.452072437987189,-26.1176,0.2086,2274.375248,-0.027659,43.42328,-67.3578,0.3301,158.648338,-0.017068,58.540859,-8.1196,0.4866,1587.163699,-0.003731,2.136194,-39.4579,0.643,26.68982,-0.001395,120.466049,-2.4793,0.7623,910.342519,-0.015129,2.700126,5.2631,200.2
245,199.933837890625,5.452072437987189,-29.8637,0.1744,2032.390252,0.023034,59.231602,-79.8233,0.3832,0.0,-0.014441,73.042221,-5.8875,0.4898,1793.462243,-0.022196,3.231793,-22.2711,0.631,299.07833,-0.008767,8.424078,-1.8408,0.8095,817.151976,-0.021552,3.22782,5.3286,202.91
246,199.9501190185547,5.452072437987189,-10.5424,0.1854,2786.725187,0.002672,0.58338,-84.67,0.3512,259.0,-0.00772,130.948277,-13.0539,0.4631,1757.07631,-0.025626,21.436675,-41.1997,0.671,0.0,-0.006213,111.257746,-1.9835,0.7962,829.912286,-0.001329,2.041096,4.1631,340.77
247,199.92037963867188,5.452072437987189,-9.7614,0.1954,3064.219773,-0.019261,0.502388,-90.4207,0.3061,0.0,0.00735,103.580667,-5.8912,0.4865,1965.415693,-0.014142,5.439167,-8.7884,0.6434,1009.298922,-0.008085,12.810152,-4.6942,0.7904,625.577437,-0.039247,0.594852,4.4104,152.23
248,199.94406127929688,5.452072437987189,-9.4973,0.2703,2883.352691,-0.000821,0.538648,-103.9805,0.3597,0.0,-0.013414,110.526081,-11.3655,0.4894,1423.577965,-0.027372,1.605258,-6.2027,0.6291,1305.690522,-0.009512,24.202879,-2.2883,0.779,889.863081,-0.046023,1.478947,3.1486,169.8
249,199.99639892578125,5.452072437987189,-14.0023,0.2695,2198.229574,-0.029943,0.968887,-103.1524,0.3768,52.661341,0.010934,248.085217,-23.8459,0.4811,1178.571001,-0.000482,67.399918,-7.3882,0.6587,740.05382,-0.004296,28.197171,-2.7723,0.7823,862.422825,-0.003653,0.72905,1.7283,310.33
250,199.6717529296875,5.452072437987189,-16.318,0.2086,2300.228296,0.018069,20.641122,-98.4137,0.4068,0.0,-0.00592,128.831562,-7.4191,0.5455,1603.666096,-0.027171,1.4035,-26.4087,0.6639,713.959672,-0.012229,37.903313,-2.1343,0.7866,855.830263,-0.003634,1.284503,5.3295,221.77
251,199.9916229248047,5.452072437987189,-17.1393,0.1754,3107.356426,-0.005422,4.802793,-39.4273,0.3607,615.148582,0.001904,1066.53537,-19.779,0.4773,1025.781447,-0.016046,22.563083,-75.3334,0.6489,261.272012,-0.014659,1396.527344,-4.8194,0.8201,674.315941,-0.000454,4.385204,7.9305,174.51
252,199.968994140625,5.452072437987189,-14.2568,0.2687,1735.288997,-0.005725,2.84154,-49.6626,0.3298,0.0,-0.001872,412.707329,-25.4858,0.5027,797.313886,0.007197,88.516878,-24.2274,0.6388,484.799293,-0.001952,57.238848,-1.8969,0.808,809.076603,0.003032,1.569588,0,0.0
253,199.73301696777344,5.452072437987189,-20.921,0.2503,2365.641692,-0.009144,5.87543,-90.5708,0.3311,99.712011,-0.002568,83.228519,-18.9991,0.464,892.135863,-0.012295,17.283193,-5.6871,0.6655,1127.574246,0.001115,45.3679,-2.4329,0.7647,900.152102,-0.001792,0.727195,8.4217,133.63
254,199.8106689453125,5.452072437987189,-20.0995,0.1758,2309.391827,-0.002867,3.900798,-53.8017,0.351,0.0,0.001391,407.020142,-17.775,0.4723,1284.660469,-0.002803,36.39915,-39.8815,0.6564,0.0,-0.002026,79.164278,-1.9608,0.8015,837.173749,-0.00644,0.708642,3.301,208.19
255,199.98292541503906,5.452072437987189,-16.5175,0.2036,2836.028062,-0.04273,5.274432,-82.3678,0.3605,0.0,-0.03965,67.150425,-30.468,0.481,826.674314,0.007944,92.241512,-24.6409,0.6494,333.703742,-0.007939,22.389395,-1.8892,0.8016,811.796462,-0.017083,0.670096,11.0006,196.0
256,199.68064880371094,5.452072437987189,-10.3422,0.1909,2963.077913,0.00887,4.078026,-82.6116,0.3539,161.902913,-0.037218,84.254465,-13.8142,0.5085,1457.260441,-0.005711,7.291559,-38.6297,0.6448,97.102061,0.002107,99.476913,-2.094,0.7944,861.338055,-0.014881,0.553672,4.4788,171.07
257,199.39480590820312,5.452072437987189,-31.8801,0.1886,2375.027267,-0.00081,81.569269,-65.8477,0.3175,182.468384,-0.031248,47.407699,-27.0928,0.4755,922.958394,-0.000194,51.809687,-25.3988,0.64,341.544972,-0.008564,7.234489,-2.0583,0.7926,845.954384,-0.01166,0.430151,8.7445,136.19
258,199.97161865234375,5.452072437987189,-13.3821,0.2755,2786.668119,-0.016509,1.680969,-63.3785,0.3556,552.830489,-0.020376,8.528563,-17.6033,0.4806,699.963746,-0.017169,4.740578,-17.0481,0.6486,58.964696,-0.020344,37.528955,-5.8405,0.8063,328.649039,-0.028448,1.851055,7.2389,144.54
259,199.9940185546875,5.452072437987189,-21.2044,0.2253,2327.79586,-0.005001,12.269664,-69.2534,0.3742,505.450181,-0.016263,24.606396,-16.7313,0.4882,1301.589437,-0.013121,12.227769,-37.4175,0.6439,0.0,-0.028639,88.662819,-2.2898,0.7801,848.303202,0.002336,0.354773,4.1908,238.96
260,199.9755859375,5.452072437987189,-14.6919,0.1637,2313.361522,0.001626,1.445074,-61.0349,0.3464,419.961327,-0.04791,6.966254,-6.1193,0.4586,1895.779725,0.000518,9.279488,-27.3083,0.6584,0.0,-0.004742,16.843277,-1.7321,0.8209,810.263746,-0.006738,0.579873,0,0.0
261,199.4500732421875,5.452072437987189,-10.2796,0.2535,2736.782911,0.001365,2.036234,-59.0635,0.3432,208.383436,0.011287,63.703389,-27.074,0.4647,933.59659,-0.018772,97.397114,-38.4722,0.6428,0.0,-0.004892,32.99134,-2.2716,0.7895,718.604676,-0.009701,0.342865,6.0978,182.83
262,199.9984130859375,5.452072437987189,-9.5691,0.2085,2883.235613,-0.007183,2.904961,-94.2329,0.3243,123.456463,0.004594,421.126701,-6.0515,0.4599,1965.659053,-0.002154,5.968928,-9.551,0.6516,541.195487,-0.017709,90.095947,-1.9239,0.8111,658.473771,-0.010537,0.27453,3.7854,99.19
263,199.9925537109375,5.452072437987189,-10.371,0.2092,2971.917219,-0.035554,0.456627,-90.7175,0.3259,38.690801,-0.035159,221.18074,-38.7168,0.5022,501.990989,-0.007485,104.991831,-11.4285,0.6606,660.773505,0.006355,77.294846,-2.1921,0.786,875.088781,-0.011275,0.189363,5.339,172.65
264,199.99624633789062,5.452072437987189,-21.9309,0.187,2708.012998,-0.002751,25.263133,-109.3245,0.3445,0.0,0.011429,408.92392,-5.9769,0.4905,1904.451818,-0.012077,7.665687,-5.5882,0.6916,917.355422,0.000741,73.258272,-2.98,0.7927,561.052424,-0.001817,0.108854,5.1161,164.46
265,199.99998474121094,5.452072437987189,-12.9774,0.2842,2605.114447,-0.012396,0.291746,-99.7019,0.3484,0.0,-0.009466,209.224678,-6.0294,0.4879,1785.930117,-0.001217,5.437752,-4.602,0.6579,958.375764,-0.005226,84.893772,-1.8212,0.8131,772.419144,-0.007135,0.186951,3.2858,172.0
266,199.98837280273438,5.452072437987189,-16.4512,0.2236,2296.524767,0.006485,2.221899,-78.7615,0.3452,0.0,0.002582,93.214273,-6.7732,0.4622,1748.170794,-0.000798,6.837016,-6.328,0.6955,910.474385,-0.005263,53.305547,-1.7904,0.8159,817.552949,-0.009527,0.185552,2.4415,100.76
267,199.99984741210938,5.452072437987189,-19.0533,0.2597,2753.52853,-0.015151,1.874063,-95.7831,0.3224,148.850183,-0.006015,201.857563,-9.4425,0.4755,1239.016956,-0.012269,1.287009,-20.6174,0.6706,558.665884,0.001147,14.006491,-2.3825,0.7668,888.086241,0.002897,0.173045,12.9989,139.65
268,199.99856567382812,5.452072437987189,-10.0299,0.1954,2766.449849,-0.043082,1.93426,-62.3382,0.3555,0.0,-0.001269,214.389503,-10.787,0.48,1205.764675,-0.026726,1.453029,-32.0473,0.6458,652.683907,0.002057,160.615177,-2.468,0.7901,477.611884,-0.025001,0.43645,11.5328,141.49
269,200.0,5.452072437987189,-18.5025,0.1998,2711.768062,-0.022829,1.7109,-111.0668,0.3322,0.0,-0.020366,109.002718,-5.7455,0.4958,1977.506082,-0.017953,2.233196,-5.0718,0.7052,1009.364533,-0.000897,31.605663,-2.2373,0.7804,770.420378,-0.027379,0.045578,6.4909,197.87
270,199.99989318847656,5.452072437987189,-11.6625,0.1642,2686.22866,-0.029139,1.324451,-113.1673,0.3162,0.0,-0.005742,109.404659,-9.4541,0.4671,1727.980525,-0.018814,0.712657,-4.2919,0.646,1390.553564,-0.001383,29.138039,-2.2907,0.778,888.105196,-0.018697,0.034635,2.847,252.29
271,199.9998779296875,5.452072437987189,-10.0473,0.2524,2712.885603,-0.034017,1.791277,-90.3272,0.3324,0.0,-0.006401,22.772717,-8.2292,0.4815,1493.528961,-0.008713,2.191755,-6.1354,0.6673,1009.934456,-0.002037,23.687585,-1.6558,0.8242,792.835576,-0.001804,0.200679,3.1463,179.44
272,199.99993896484375,5.452072437987189,-12.776,0.2102,2754.726974,-0.027164,0.724042,-91.933,0.3235,0.0,-0.017383,14.676829,-13.5119,0.4663,1514.598307,-0.063877,0.676611,-10.881,0.6555,887.406805,-0.010418,8.000277,-1.9066,0.807,832.966894,0.000538,0.057519,0.7659,113.83
273,199.99996948242188,5.452072437987189,-13.561,0.2175,2761.656951,-0.038646,0.368684,-94.1461,0.3064,116.180972,0.000202,103.955019,-9.101,0.4975,1501.97559,-0.045911,2.669262,-7.7962,0.6575,1000.699933,0.00714,8.77728,-9.3214,0.799,112.253725,-0.026114,13.737775,8.6493,149.65
274,200.0,5.452072437987189,-10.5638,0.2368,2743.29687,0.009416,1.25237,-140.1578,0.3209,0.0,-0.005099,277.042694,-6.3337,0.458,1869.226549,-0.040644,0.923385,-5.0733,0.6402,1134.555712,-0.00843,12.172454,-3.0495,0.7853,665.155348,-0.019127,0.201424,9.0592,192.21
275,199.99984741210938,5.452072437987189,-9.4896,0.259,2874.177867,0.000728,0.725716,-95.8587,0.3262,0.0,-0.018262,10.93029,-6.4348,0.4576,1833.266908,0.016512,0.807855,-6.6187,0.625,1064.855818,0.00473,12.602425,-2.0871,0.79,848.928777,-0.009307,0.097935,2.3115,158.07
276,199.99990844726562,5.452072437987189,-10.1077,0.2009,3035.431969,-0.03459,0.290611,-108.087,0.3251,0.0,0.011588,127.758085,-36.0677,0.4535,945.738987,0.015766,351.870102,-24.4244,0.6611,377.903684,-0.015314,18.662708,-1.9905,0.7981,837.962866,-0.031848,0.117215,11.234,243.43
277,200.0,5.452072437987189,-15.3435,0.2393,2241.917192,-0.002974,0.403373,-102.5062,0.3365,0.0,-0.010075,42.281592,-12.8973,0.4565,1498.407436,0.005249,13.540815,-3.7507,0.6604,1317.494012,-0.008291,10.823224,-2.5015,0.7899,689.940873,0.004583,0.074503,3.5313,221.07
278,199.9998779296875,5.452072437987189,-10.9581,0.24,2878.060577,-0.042348,0.451742,-89.7428,0.3282,139.490767,-0.016272,61.657665,-6.3889,0.4591,1878.030576,-0.026468,0.443978,-17.4208,0.6605,373.797825,0.003035,14.887418,-28.7668,0.803,146.829707,-0.004396,57.164931,8.7241,191.17
279,199.99990844726562,5.452072437987189,-10.2633,0.1689,3017.181808,-0.031858,0.315635,-95.0759,0.3522,0.0,-0.032074,3.579706,-6.1353,0.451,2033.51675,-0.047641,0.456837,-13.6528,0.6817,542.929413,-0.032684,2.849411,-1.8133,0.8126,815.827434,-0.007594,0.057011,0.1487,220.04
280,199.99977111816406,5.452072437987189,-16.8511,0.2517,2370.348464,-0.002688,0.796186,-90.6391,0.3313,0.0,-0.047313,2.138639,-5.9909,0.4663,1944.959788,-0.005477,0.4556,-4.958,0.6685,1012.684298,-0.012208,9.808949,-2.2283,0.7966,711.402302,-0.024849,0.008764,3.881,107.37
281,200.0,5.452072437987189,-14.4765,0.1935,2024.124014,0.018464,5.025264,-95.2119,0.3597,0.0,0.035855,50.49194,-9.6495,0.4686,1728.111069,-0.017253,0.684828,-3.8106,0.6489,1207.757105,0.00877,10.864748,-1.789,0.8169,819.44058,-0.030071,0.120702,5.9452,163.79
282,199.99996948242188,5.452072437987189,-11.5605,0.2037,2636.392764,-0.018413,0.565549,-98.7995,0.3553,5.432137,-0.009531,73.982752,-30.3063,0.4507,1204.456391,0.02508,215.914055,-9.0535,0.6509,855.452931,-0.007962,3.405752,-1.7157,0.8205,801.797179,-0.050341,0.132762,4.3625,288.19
283,199.99725341796875,5.452072437987189,-10.2955,0.1982,2872.627668,-0.007599,1.002403,-95.9933,0.3458,0.0,-0.013538,25.757349,-16.1058,0.4577,1699.189448,-0.009226,1.813188,-16.1405,0.6408,491.363869,0.005857,28.590651,-1.7797,0.8093,794.660412,-0.010432,0.0785,1.3489,241.15
284,199.99998474121094,5.452072437987189,-10.5414,0.2555,2462.130549,-0.003124,1.190687,-95.3065,0.3181,0.0,-0.027041,7.444274,-7.4337,0.4614,1724.777765,-0.021519,0.836864,-6.7166,0.6326,902.775618,-0.052244,2.32378,-1.9258,0.8053,835.005975,-0.03179,0.042456,1.2423,104.23
285,200.0,5.452072437987189,-17.7459,0.2547,2257.045244,-0.011119,1.290294,-103.01,0.3567,0.0,0.004185,9.551745,-14.7005,0.5053,1449.84734,-0.006805,32.004307,-3.8102,0.6618,1290.301777,-0.004408,4.507436,-2.0456,0.7944,846.711162,-0.018759,0.028458,5.5462,257.07
286,199.99996948242188,5.452072437987189,-9.883,0.2327,3077.691798,0.001845,0.835707,-116.127,0.3297,0.0,0.005176,41.282722,-7.1437,0.484,1665.913478,-0.013061,0.409355,-7.9651,0.6422,837.880429,-0.036069,1.179714,-1.777,0.8166,814.591431,-0.020791,0.044698,5.7221,218.99
287,199.99996948242188,5.452072437987189,-13.2716,0.1956,2618.387177,-0.004031,0.273542,-106.796,0.3943,0.0,-0.007691,18.403358,-5.6701,0.5103,1879.283186,0.003256,1.318821,-6.1537,0.6457,1045.875384,-0.041245,0.954758,-2.1007,0.7937,864.274342,-0.010434,0.004221,5.2461,138.01
288,199.99969482421875,5.452072437987189,-9.6108,0.2651,2810.501203,-0.0152,0.279634,-96.1524,0.3497,259.0,-0.011373,23.072686,-11.2794,0.5094,1562.821543,-0.003231,0.916211,-24.2595,0.6499,241.214234,0.007292,24.689552,-1.9455,0.8081,850.21951,-0.028218,0.012412,2.7925,228.07
289,200.0,5.452072437987189,-22.3274,0.1771,2170.209758,0.006419,27.624628,-105.9544,0.3602,0.0,-0.035316,31.441416,-5.8398,0.4807,1983.325151,-0.014782,0.758827,-9.5614,0.682,729.595667,-0.020011,1.541408,-1.6543,0.8215,785.056129,-0.006164,0.030014,6.8465,236.35
290,199.99806213378906,5.452072437987189,-16.8153,0.2326,2917.043124,-0.010725,0.338606,-38.518,0.387,445.799964,0.042493,1655.510834,-5.7361,0.4874,1960.83475,0.003152,0.37438,-74.8976,0.6851,0.0,0.011983,950.777756,-1.879,0.8109,833.955574,-0.021674,0.006735,6.2836,238.9
291,199.99949645996094,5.452072437987189,-12.3009,0.1724,2714.960813,-0.023142,0.360423,-88.9266,0.3614,67.358818,0.013835,358.3452,-17.5848,0.4963,1473.307002,0.000757,36.919469,-128.8734,0.6688,119.877289,0.002985,2906.28009,-2.018,0.7983,847.524901,-0.026932,0.026837,12.3531,310.12
292,199.99925231933594,5.452072437987189,-16.845,0.1635,2353.570402,-0.003613,0.461344,-30.8258,0.3362,860.366643,-0.002025,1552.733215,-6.016,0.4749,1837.290464,-0.016928,0.315699,-65.269,0.6455,0.0,-0.003785,762.580063,-2.1652,0.7854,863.368273,0.006062,0.026163,8.1775,178.91
293,199.99978637695312,5.452072437987189,-9.4451,0.2377,2985.019165,0.004229,0.41295,-24.1994,0.3454,1827.967146,5.4e-05,2169.848389,-5.5818,0.4973,1925.237454,-0.050726,0.267887,-100.1462,0.6308,0.0,-0.011587,1474.262848,-2.0996,0.7973,873.8379,-0.007325,0.013693,5.2481,236.1
294,200.0,5.452072437987189,-10.1013,0.1519,3143.596195,-0.008994,0.13464,-98.2566,0.3673,0.0,-0.015721,47.593234,-6.6069,0.4644,1859.780206,-0.037612,0.168315,-7.8487,0.6897,595.55344,-0.008419,3.117802,-6.2491,0.7998,763.882024,-0.016336,0.433652,5.8789,169.26
295,199.999755859375,5.452072437987189,-16.6442,0.1985,2742.087272,-0.019682,0.209325,-86.9416,0.3578,0.0,-0.054098,14.811297,-6.1234,0.452,2031.234252,-0.025443,0.150373,-23.4343,0.6722,101.465393,-0.001128,28.841651,-2.2212,0.783,877.106437,0.003314,0.005221,3.6329,246.1
296,199.9998321533203,5.452072437987189,-10.0074,0.1742,3128.077818,-0.002079,0.164973,-17.4093,0.3605,1834.174653,-0.002406,1810.053223,-5.5174,0.5064,1918.233153,-0.004032,0.20682,-121.1056,0.6789,0.0,-0.012371,1262.067322,-2.3054,0.7744,881.742427,-0.022333,0.002475,3.0086,346.86
297,200.0,5.452072437987189,-10.5873,0.2181,2890.089163,-0.011689,0.259348,-105.6018,0.3386,0.0,0.011714,168.027012,-20.2377,0.4845,1090.878864,0.010745,19.147968,-14.3861,0.6468,99.05737,-0.024155,5.573248,-2.347,0.7725,891.772694,-0.033267,0.00936,7.7714,200.0
298,199.99827575683594,5.452072437987189,-9.337,0.2254,2874.781833,-0.012271,0.683866,-43.4147,0.335,565.897257,-0.03254,582.935364,-5.6493,0.5029,1775.205966,-0.017712,0.262017,-69.0063,0.6818,96.815238,0.003256,864.137756,-1.964,0.7988,828.199031,0.010414,0.118667,7.8527,242.1
299,199.9998779296875,5.452072437987189,-10.5021,0.2743,2709.473742,-0.006128,0.681077,-110.0082,0.3252,0.0,0.007983,200.119698,-5.7183,0.5134,1890.386799,-0.01957,0.108709,-14.4553,0.6778,425.559977,-0.031089,3.259515,-1.8466,0.8111,823.821717,-0.022543,0.021956,9.177,217.68
300,199.99993896484375,5.452072437987189,-11.1616,0.2536,2694.949747,-0.012844,0.622134,-72.3662,0.3586,0.0,-0.012359,18.980448,-6.0663,0.474,1879.494123,-0.024901,0.106125,-34.0849,0.6487,0.0,-0.004226,37.85738,-1.6054,0.8306,783.907195,0.008005,0.06345,9.4512,151.35
301,199.99996948242188,5.452072437987189,-38.6472,0.2582,1835.976062,-0.023776,217.615673,-74.6243,0.3087,782.571645,-0.003767,826.440613,-5.3529,0.5254,1781.72045,-0.018123,0.484069,-69.5654,0.6795,119.433698,0.000698,1057.90152,-2.0497,0.7962,853.30913,-0.018677,0.072154,9.1654,257.51
302,199.99989318847656,5.452072437987189,-19.5413,0.2657,2335.276996,0.000125,11.029111,-80.456,0.3256,60.333203,0.001403,55.48398,-5.8382,0.5008,1867.867353,-0.012223,0.202359,-44.5011,0.6789,2.503362,-0.044163,323.201561,-1.8743,0.8081,824.246957,-0.056715,0.03299,7.8145,234.39
303,200.0,5.452072437987189,-11.2086,0.2178,2441.185607,-0.00702,0.291284,-96.1978,0.352,0.0,-0.014136,257.5784,-5.169,0.5349,1758.417475,-0.022147,0.105703,-19.5294,0.6767,644.822577,-0.034265,7.679653,-1.8164,0.8123,816.203377,0.018923,0.054705,6.538,229.61
304,200.0,5.452072437987189,-10.6051,0.1629,2894.297979,-0.008162,0.143715,-95.4862,0.3361,0.0,-0.002022,101.179338,-5.9325,0.4871,1826.665395,0.015967,0.109959,-7.2604,0.6795,377.760774,0.013083,29.893302,-3.2323,0.8085,726.488662,-0.011127,0.006297,5.9915,146.73
305,200.0,5.452072437987189,-10.0403,0.2155,2887.629791,-0.014313,0.297934,-87.5213,0.3826,0.0,-0.040393,29.329246,-14.4322,0.5101,1472.208428,0.001357,38.034623,-52.6123,0.6481,0.0,0.002305,309.637375,-2.1459,0.7909,872.623807,-0.006389,0.009645,9.8931,243.78
306,199.99986267089844,5.452072437987189,-12.5433,0.2034,2813.427892,-0.019553,0.600107,-105.3192,0.3077,0.0,0.071292,197.709427,-22.1053,0.539,1070.203464,0.004046,102.27651,-11.7879,0.6719,478.256207,0.000725,39.888488,-2.044,0.8037,872.342783,-0.016603,0.020983,7.7958,211.63
307,200.0,5.452072437987189,-9.5483,0.2333,2942.790302,0.003222,0.0919,-97.8444,0.3219,0.0,-0.021329,95.947771,-9.1608,0.5165,1458.752333,-0.011026,0.597741,-30.8294,0.6645,504.837416,-0.002643,110.133179,-1.9827,0.7995,838.539237,0.000847,0.008745,4.5974,290.89
308,199.99996948242188,5.452072437987189,-11.5684,0.2376,2689.895731,-0.009452,0.126878,-94.59,0.3359,0.0,0.00415,24.245284,-11.86,0.4806,1533.165692,-0.010683,7.528982,-25.7851,0.6613,461.76322,-0.01021,10.019132,-1.9544,0.8037,840.90941,-0.00343,0.002536,7.9673,248.24
309,199.99996948242188,5.452072437987189,-10.9521,0.2902,2654.655957,0.005193,0.380064,-75.9665,0.3362,140.614351,-0.000123,249.166012,-6.2951,0.4888,1654.129323,-0.003085,0.849983,-88.1361,0.6421,0.0,0.011099,1277.41803,-2.2162,0.7834,873.191198,-0.028172,0.057447,9.85,265.95
310,200.0,5.452072437987189,-10.3217,0.2654,2582.024342,-0.014124,0.178418,-108.93,0.3292,0.0,-0.006397,83.738676,-8.6308,0.5185,1601.176703,-0.01092,2.424592,-18.9495,0.6827,226.298297,-0.04787,5.411259,-1.9918,0.8008,783.803951,0.003362,0.009844,8.9685,183.02
311,200.0,5.452072437987189,-9.193,0.2927,2944.470272,-0.013519,0.104778,-64.7457,0.3246,23.239115,-0.019158,564.345551,-9.7288,0.563,1526.839011,-0.018428,4.099027,-69.5415,0.7005,0.0,-0.032439,308.238342,-2.0955,0.7897,850.83988,-0.016508,0.002987,6.8377,275.01
312,199.99993896484375,5.452072437987189,-9.6181,0.2432,2990.002309,-0.010561,0.072642,-40.0355,0.357,369.189848,-0.017985,1221.358002,-5.6862,0.4967,1957.144822,0.011116,1.156257,-58.8332,0.6982,0.0,0.013859,315.967911,-1.7402,0.8162,800.311109,-0.007032,0.028322,3.366,196.27
313,199.99989318847656,5.452072437987189,-10.5694,0.251,2569.23837,-0.051779,0.206597,-84.1387,0.3117,0.0,0.004158,122.827232,-6.9798,0.5101,1760.506682,-0.001144,0.831341,-40.2396,0.6665,0.0,-0.008517,140.514099,-1.9027,0.7993,810.09488,-0.042206,0.010155,11.4555,200.82
314,200.0,5.452072437987189,-9.6942,0.2257,3038.123022,-0.037911,0.0389,-83.9976,0.365,0.0,-0.030341,108.04092,-5.9454,0.4796,1874.063988,-0.008175,0.538929,-25.8019,0.6718,0.0,-0.009303,17.923975,-2.154,0.7854,859.324935,-0.007726,0.03719,11.6059,171.47
315,200.0,5.452072437987189,-12.4207,0.2459,2710.826733,-0.022692,0.714684,-91.656,0.319,84.474262,0.004152,53.677646,-5.6771,0.498,1902.532623,0.003436,0.259167,-72.0371,0.7322,0.0,-0.00983,379.409889,-1.967,0.8019,840.294919,-0.017816,0.003583,11.9253,268.32
316,200.0,5.452072437987189,-11.5087,0.1974,2937.581471,-0.030492,0.259361,-99.3007,0.3588,0.0,-0.01266,224.562721,-12.6804,0.5322,1265.326795,0.002862,16.12818,-28.0968,0.6823,360.460635,-0.025277,88.927731,-2.127,0.788,857.339978,-0.005585,0.016082,15.0514,202.33
317,200.0,5.452072437987189,-10.4627,0.2302,2796.850962,-0.022854,0.108539,-83.0939,0.3593,0.0,-0.021043,87.671595,-5.7352,0.4943,1840.74684,-0.003381,0.18482,-16.9861,0.6354,449.131643,0.000503,46.666492,-2.3283,0.7725,884.823661,-0.016657,0.013926,3.6981,205.52
318,200.0,5.452072437987189,-19.3779,0.2218,2440.489597,0.009106,18.770539,-98.8296,0.313,0.0,-0.021188,159.074627,-6.2846,0.5189,1653.014813,-0.044433,0.083663,-22.0428,0.6589,301.849525,-0.011282,71.689465,-2.1236,0.791,864.427363,-0.003345,0.007468,3.8526,271.27
319,200.0,5.452072437987189,-9.7027,0.2497,2933.073829,-0.021633,0.231174,-96.5483,0.3287,0.0,-0.005968,75.367592,-6.3644,0.4716,1654.237386,0.004754,0.227326,-11.5165,0.7071,453.002909,-0.000487,90.769312,-1.9474,0.8038,838.214417,0.000215,0.007019,6.4123,166.27
320,200.0,5.452072437987189,-25.7512,0.2596,2164.618841,0.004703,14.856138,-118.0147,0.3353,0.0,-0.000367,252.070896,-14.2501,0.4796,1556.888837,0.002252,17.712205,-21.4004,0.6551,283.646128,-0.003689,23.423937,-2.5199,0.7592,915.30992,-0.004743,0.092707,15.1867,181.51
321,200.0,5.452072437987189,-9.4823,0.2484,2921.840714,-0.020286,0.113041,-110.536,0.3423,0.0,-0.004262,75.461422,-8.5385,0.4856,1697.726136,-0.012473,1.863367,-29.5218,0.6586,486.797965,-0.004287,43.390376,-2.4588,0.7655,911.927219,-0.010843,0.026772,6.0023,263.55
322,200.0,5.452072437987189,-9.9523,0.1782,2766.013531,-0.033414,0.171736,-104.2308,0.3075,0.0,-0.009734,190.932945,-42.7317,0.5375,1271.917855,0.00392,510.644394,-10.5862,0.6761,425.513101,-0.000838,43.862093,-2.0052,0.7994,833.212333,-0.011473,0.349184,12.0462,222.96
323,200.0,5.452072437987189,-22.2669,0.222,2206.310314,-0.00759,5.668483,-105.1269,0.3188,0.0,-0.009446,54.531581,-5.5537,0.4994,1919.007231,-0.008296,2.045638,-3.3343,0.7174,1221.073483,-0.002317,50.062228,-1.8685,0.8112,831.576779,0.001021,0.060913,3.415,166.99
324,200.0,5.452072437987189,-26.9669,0.1875,2463.623624,-0.005653,22.238411,-107.065,0.3351,0.0,-0.003642,50.415524,-20.6603,0.4923,1212.772885,0.003003,82.080803,-4.4277,0.683,1124.668847,-0.009559,33.903566,-2.0426,0.7976,855.049309,-0.021841,0.005243,10.7892,193.21
325,200.0,5.452072437987189,-13.1406,0.3014,2836.99731,-0.026119,0.225025,-120.4552,0.3656,0.0,-0.007359,94.885876,-5.7484,0.482,1954.79064,-0.001765,3.111212,-11.1077,0.6717,560.197008,-0.003857,6.336261,-1.6314,0.8296,798.935244,0.00073,0.028545,11.1609,192.54
326,200.0,5.452072437987189,-10.5906,0.2514,2827.899341,-0.019257,0.204582,-97.0692,0.3111,0.0,-0.002135,32.307565,-10.2901,0.5176,1449.113765,-0.007189,1.56516,-20.3223,0.7063,437.438053,-0.003622,11.11135,-1.8439,0.8074,812.204917,-0.018158,0.038296,8.8959,194.07
327,200.0,5.452072437987189,-22.5618,0.2213,1386.150902,0.00477,10.618481,-90.1147,0.3491,191.487096,-0.022503,21.432517,-12.6324,0.4815,1564.497152,-0.002394,10.900373,-6.5969,0.6733,902.322803,-0.008769,16.999566,-2.1176,0.7948,872.824761,0.011165,0.041913,4.3539,273.19
328,200.0,5.452072437987189,-16.4978,0.1774,2385.000282,-0.004532,0.807139,-97.5595,0.3309,0.0,-0.034887,3.053774,-6.1888,0.4889,1862.413674,-0.010611,2.227269,-3.6609,0.6792,1091.139709,-0.012316,17.112427,-1.6979,0.8254,811.182723,-0.020294,0.010137,3.0693,149.55
329,200.0,5.452072437987189,-14.3008,0.2139,2726.881965,-0.007496,0.344813,-106.1153,0.3258,0.0,0.021839,18.332603,-14.2148,0.4878,1658.62388,-0.008032,24.980121,-13.6144,0.6887,652.341786,-0.024653,7.089784,-1.7403,0.8205,812.106223,-0.00234,0.01558,10.6344,224.54
